Mes,Hora,MP_2.5,MP_10,Temp._promedio_aire,Precipitacion_horaria,Humed._rel._Promedio,Presion_Atm,Rad_solar,Veloc_viento,Direccion_viento
10,11,5,0,15.7,0,45.9,1017,758.4,0.3,204.5
10,12,4,0,17.5,0,50,1016,786.4,0.3,220.4
10,13,18,0,17.8,0,48,1016,795.2,0.5,314.6
10,14,11,0,16.9,0,52.3,1016,734.5,1.3,300.1
10,15,8,0,17.7,0,34.9,1015,645.1,1.2,317.1
10,16,1,0,16.6,0,33.2,1015,473.3,2.4,320.9
10,17,1,0,13.6,0,56.4,1015,128.8,1.3,313.4
10,18,10,0,12.4,0,71.5,1016,58.9,1,311.4
10,8,13,0,9.3,0.4,95.8,1014,57.1,0.9,204
10,9,14,0,9.6,0.4,96.6,1015,95.3,0.3,213.6
10,10,11,0,10.1,0,96.3,1015,171,0.4,222.5
10,11,11,0,11.3,0,96.2,1014,201.1,0.3,216.5
10,12,16,0,11.5,0,96.1,1014,184.2,0.3,218.7
10,13,15,0,11.9,0,94.9,1014,252.8,0.4,319.1
10,14,16,0,12.5,0,79.2,1014,369.1,1.7,324.6
10,15,18,0,13,0,68.8,1014,430.7,0.7,313.4
10,16,16,0,13.5,0,68.7,1015,495,1.3,314.5
10,17,16,0,13.2,0,68.1,1015,445.7,0.4,311.4
10,18,19,0,12.4,0,72.1,1016,143.3,0.3,314.4
10,8,19,0,10,0.4,94.9,1021,88.2,0.3,214
10,9,11,0,11.5,0,90.1,1020,471.5,0.3,230.8
10,10,11,0,12.4,0,83.4,1020,341.7,0.3,354.7
10,11,9,0,13.9,0,64.8,1019,599,0.6,318.4
10,12,10,0,14.9,0,59.8,1019,745.3,1.2,311.4
10,13,11,0,13.9,0,76.9,1019,546.7,1.4,308.3
10,14,11,0,13.5,0,65.3,1019,585.7,0.4,309
10,15,11,0,14.3,0,63.7,1019,488.6,0.3,315.4
10,16,8,0,14.5,0,58,1019,394.5,0.8,314.9
10,17,8,0,13.8,0,65.2,1019,245.7,0.4,318.9
10,18,11,0,13.1,0,68.6,1019,116.4,0.3,310.8
10,8,18,0,9.1,0,97.9,1019,123.7,0.3,201.8
10,9,14,0,10.5,0,90.3,1019,161.6,0.3,332.9
10,10,22,0,11,0,86.2,1019,221.1,0.3,341.7
10,11,16,0,12,0,84,1019,339.6,0.3,213.4
10,12,22,0,12.7,0,78.7,1018,381.4,0.3,352.7
10,13,11,0,14.4,0,61.9,1018,608.2,1.4,314
10,14,16,0,13.7,0,67.2,1018,406.1,0.9,297.5
10,15,9,0,13.5,0,71.1,1018,233.4,0.7,308.4
10,16,15,0,12.6,0,75.3,1018,196.9,1.3,328.4
10,17,17,0,12.7,0,71.9,1018,106.8,0.3,333.3
10,18,19,0,12.8,0,72.4,1018,69.6,0.3,350.2
10,8,18,0,9.9,0,97.3,1019,101.8,0.3,201.6
10,9,23,0,12,0,85,1019,329.4,0.3,303.6
10,10,9,0,14.5,0,70.1,1019,611.6,0.3,304.1
10,11,11,0,14.5,0,70.6,1019,546.5,0.4,301.4
10,12,8,0,15.1,0,67.6,1019,794.9,1.9,313.6
10,13,8,0,15.3,0,70.5,1018,548.9,0.8,307
10,14,8,0,16.3,0,60.6,1019,1063,2.1,312
10,15,15,0,15.5,0,65.3,1019,740.4,2,323.3
10,16,18,0,15.3,0,66.3,1019,507.8,2.2,309.1
10,17,1,0,14.8,0,69.7,1019,360.4,1.4,326.4
10,18,3,0,14.2,0,70.1,1019,207.5,0.9,321.3
10,8,8,0,10.4,0,93.5,1018,198.5,0.3,205.1
10,9,4,0,12.3,0,78.4,1018,285.7,0.3,225.7
10,10,7,0,12.6,0,71.4,1017,177.8,0.3,337.4
10,11,6,0,13.4,0,67,1017,302.1,0.3,331.9
10,12,7,0,15.5,0,58.5,1016,851,0.3,245
10,13,11,0,14.9,0,61.5,1015,206.1,0.5,335.5
10,14,20,0,15.6,0,55.5,1014,698,0.9,321.2
10,15,5,0,16.7,0,54.5,1013,730.4,1.1,334.4
10,16,6,0,14.9,0,60.1,1013,415.7,2.9,317.3
10,17,8,0,14.6,0,61.9,1012,442.3,1.2,331.6
10,18,4,0,13.7,0,67.1,1012,154.3,1,326.7
10,8,8,0,8.4,0,81.9,1008,93.4,0.3,144.4
10,9,29,0,10.5,0,68.2,1008,441.8,0.7,321.5
10,10,13,0,11.3,0,66.9,1009,457.8,2.5,317.5
10,11,10,0,11.4,0,63.3,1009,208.2,2.8,324.5
10,12,8,0,11.1,0,75,1009,340.3,2.8,322.1
10,13,29,0,8.9,0.2,84.3,1010,82.1,0.7,315.6
10,14,11,0,9.2,0.2,77.9,1011,498.6,0.9,337.3
10,15,19,0,11.8,0,57.5,1011,693.6,5,324
10,16,9,0,8.8,0.2,79,1011,97.6,1.3,352.5
10,17,22,0,10.3,0,75.6,1011,327.5,0.9,327.2
10,18,23,0,10.4,0,70.3,1011,68,0.9,302.2
10,8,8,0,7.6,0.4,82.2,1013,84.7,1.5,341.2
10,9,8,0,10.3,0,74.6,1013,353.6,1.1,326.8
10,10,19,0,10.2,0.2,81,1013,315.5,2.2,327.8
10,11,16,0,11.2,0,74.3,1013,382.4,3.5,313.9
10,12,19,0,9.6,0,78.3,1013,303.1,0.8,332.3
10,13,16,0,10.9,0.1,80.4,1013,306.9,2.8,317.5
10,14,7,0,12.6,0,71.6,1013,544.8,4.3,312
10,15,16,0,11.7,0,77.5,1014,822,6.9,323.5
10,16,14,0,11.5,0,80.8,1014,387.7,5.5,338.4
10,17,15,0,10.9,0,82.8,1014,209.8,5,311
10,18,18,0,10.8,0,81,1015,57.9,3.2,332.8
10,8,8,0,10.6,0,87.6,1019,185.1,0.3,201.4
10,9,16,0,10.8,0.3,84.1,1020,245.3,0.6,330
10,10,15,0,10,0.3,85.9,1020,243.8,0.5,341.3
10,11,9,0,12.7,0,71.1,1019,425.2,2,336.8
10,12,10,0,12.5,0,73.9,1019,269.5,1.4,343.4
10,13,8,0,13.5,0,70,1018,721.4,1.6,204.7
10,14,5,0,13.2,0,64.7,1018,341.6,1.8,328.3
10,15,7,0,11.3,0.1,85.7,1018,172.4,1.5,341.8
10,16,5,0,11.8,0,75.5,1018,215.4,1.2,337.3
10,17,5,0,11.2,0,82.6,1018,132.8,0.4,209
10,18,19,0,10.6,0.2,89.5,1017,57.2,0.3,354.9
10,8,12,0,9.5,0.5,93.7,1012,45.3,2.1,222.5
10,9,16,0,9.6,0.5,93.9,1012,70.9,1.7,217.7
10,10,14,0,9.9,0.4,93.7,1012,95.6,1.9,222.9
10,11,18,0,10.1,0.9,92.9,1011,126.1,1.7,201.9
10,12,16,0,10.5,0.6,92,1011,94.3,2.1,193.6
10,13,11,0,10.8,0.1,92.6,1011,157.6,1.7,208.4
10,14,11,0,11.3,0.5,93.9,1010,282.4,2.3,214.6
10,15,16,0,11.1,0.7,94,1009,126.8,1.3,223.4
10,16,6,0,11.4,0.5,95,1009,109.6,1,216.9
10,17,8,0,11.4,0.4,93.8,1009,93.7,1.8,210.2
10,18,16,0,10.5,0.4,92.6,1009,28.6,2.4,202.7
11,8,8,0,11.3,0,89.4,1010,284.7,1,215.8
11,9,23,0,11.3,0,87.9,1011,51.4,0.4,223.1
11,10,18,0,10.5,1.1,86.2,1012,87.1,1.1,346
11,11,12,0,13.9,0,75.8,1011,638.2,1.6,353.4
11,12,18,0,11.4,0,77.4,1011,452.3,3.3,322.8
11,13,18,0,13.7,0,72.7,1011,648.4,3.1,346.7
11,14,10,0,14.8,0,59.2,1011,582,4.3,344.3
11,15,8,0,13.1,0,64.3,1011,313.2,2.1,320.8
11,16,6,0,13.8,0,65,1011,459.7,1.9,340.7
11,17,6,0,14.2,0,60.1,1012,422.5,1.3,346.2
11,18,1,0,13.3,0,67.4,1012,166.7,0.7,344.2
11,8,16,0,10.4,0,90.1,1013,226.4,0.3,354.9
11,9,8,0,11.4,0,87.3,1013,188.2,0.3,349.8
11,10,0,0,13.3,0,67.1,1013,599.3,0.6,202.1
11,11,3,0,14.2,0,66.3,1013,548.2,1.3,219.9
11,12,20,0,11.8,0.1,78.7,1013,117.8,0.4,232.2
11,13,21,0,12.2,0.1,81.1,1013,160.5,0.3,262.9
11,14,70,0,10.4,0.7,89.5,1013,49.3,0.3,252.5
11,15,37,0,11.8,0,85.7,1013,219.3,0.3,241.2
11,16,14,0,12.6,0,82.5,1013,325.7,0.3,225.4
11,17,18,0,12.7,0,81.7,1013,142.4,0.3,229
11,18,21,0,12.5,0,84.4,1014,49.2,0.3,207.2
11,8,24,0,9.9,0,96.5,1018,90.4,0.3,349.6
11,9,11,0,11.6,0,85.3,1018,374,0.3,205.4
11,10,11,0,12.1,0,85,1018,294.8,0.3,354.1
11,11,11,0,13,0,78.8,1018,458.5,0.3,354.2
11,12,18,0,14.8,0,67.9,1018,606.2,0.4,327.7
11,13,12,0,15.3,0,64.1,1018,697.4,1.1,353.1
11,14,11,0,14.6,0,64.4,1018,384.2,0.8,332.1
11,15,9,0,15.8,0,59.1,1017,546.1,0.6,320.9
11,16,8,0,15.6,0,58.3,1017,547.2,1.1,341.9
11,17,6,0,15.5,0,59.1,1018,393.7,0.7,324.9
11,18,1,0,14.8,0,60.6,1017,235.1,0.4,330.1
11,8,35,0,8.2,0,99,1014,125.2,0.3,219.1
11,9,33,0,9.7,0,98.5,1014,207.3,0.3,306.4
11,10,30,0,11,0,96,1012,308.9,0.3,214.4
11,11,20,0,12.5,0,79.9,1011,263.1,0.3,349.2
11,12,16,0,14.7,0,74.9,1011,653.1,0.4,330.9
11,13,11,0,13.4,0,84.1,1011,227.5,0.3,347.9
11,14,11,0,14.1,0.1,81.6,1010,240.6,0.3,218.6
11,15,10,0,13.4,0.7,89.9,1010,170.7,0.5,208.3
11,16,9,0,12.4,0.2,88.6,1008,127.4,3.3,215.4
11,17,15,0,11.7,1,94.1,1008,42.9,0.7,220.3
11,18,8,0,11.7,0.5,95.8,1008,23.2,0.5,147.7
11,8,8,0,12.7,0,89.7,1014,54.9,0.5,334
11,9,16,0,13.5,0,88,1015,232.6,0.3,334.6
11,10,7,0,13.6,0,88.5,1016,187,0.3,319.9
11,11,8,0,13.3,0,86.7,1016,308.2,0.3,328.1
11,12,19,0,14,0,86.9,1017,216.1,0.4,308.7
11,13,16,0,14.1,0,85.4,1017,494.7,0.4,307.3
11,14,4,0,15.3,0,76.2,1017,401.3,0.3,349.1
11,15,4,0,15.4,0,75.9,1017,442.5,0.3,300.5
11,16,3,0,15.6,0,70.7,1017,372.6,0.3,313.2
11,17,1,0,15.7,0,70.3,1017,280.5,0.3,310.8
11,18,1,0,15.4,0,73,1018,94,0.3,321.8
11,8,57,0,9.9,0,99,1017,124.8,0.3,255.4
11,9,55,0,11.2,0,98.5,1016,331,0.3,207.5
11,10,20,0,12.9,0,89.2,1017,214.4,0.3,354.8
11,11,39,0,16.1,0,72.5,1016,580.8,0.3,289.3
11,12,4,0,17.2,0,72.6,1016,420.2,0.3,190.7
11,13,4,0,18,0,69.7,1015,452.1,0.4,289.4
11,14,3,0,19.2,0,61.9,1015,872,0.3,270.9
11,15,3,0,18.3,0,63.1,1015,697,1.5,285.6
11,16,7,0,17.4,0,62.4,1015,552.8,0.6,285.8
11,17,7,0,16.4,0,64.5,1015,233.5,0.3,294.7
11,18,7,0,14.4,0,74.6,1015,56.7,1.3,322.8
11,8,18,0,12.6,0,97.6,1017,119.3,0.3,352.2
11,9,16,0,13.4,0,94.3,1016,123.8,0.3,206.9
11,10,19,0,14,0,88,1016,280.1,0.3,319.6
11,11,14,0,13.7,0,89.1,1016,298.2,0.3,322
11,12,16,0,15.1,0,85.3,1016,673.3,1.2,333
11,13,8,0,15.4,0,75.1,1016,918,1.9,322.9
11,14,6,0,15.7,0,67.4,1015,525.1,0.9,327.3
11,15,5,0,15.8,0,65.4,1015,671,1.1,314.1
11,16,5,0,15.4,0,62.5,1015,548.4,1.4,314.6
11,17,8,0,14.3,0,65.8,1016,397.9,2.2,323.9
11,18,4,0,13.9,0,64.4,1016,243,0.6,307.4
11,8,15,0,9.5,0,94.9,1019,243.8,0.3,211.1
11,9,12,0,11,0,82.3,1019,409.1,0.3,340.2
11,10,18,0,12.6,0,75.1,1018,669.9,0.3,342.1
11,11,24,0,14.7,0,68.2,1018,771.2,0.3,316.6
11,12,11,0,15.6,0,65.4,1017,807,1.6,312.4
11,13,8,0,18,0,47.7,1016,819,0.4,339.9
11,14,0,0,19.7,0,25.4,1016,779.1,0.3,206.2
11,15,7,0,20.5,0,31.3,1016,689.2,0.3,305.3
11,16,7,0,19.6,0,43.6,1015,566.7,0.6,323.7
11,17,4,0,19.4,0,30.2,1015,426.1,0.6,302.5
11,18,3,0,19.5,0,40.9,1015,272.3,0.3,279.5
11,8,35,0,9.8,0,78.1,1017,236,0.3,325.6
11,9,19,0,13,0,68.8,1017,279.6,0.3,236.7
11,10,8,0,15.7,0,63.2,1018,677.9,0.3,243.5
11,11,8,0,15.3,0,70.9,1018,277.2,0.3,298.3
11,12,7,0,15.1,0,77.2,1018,179.4,0.3,318.1
11,13,8,0,16.7,0,72.7,1018,612,0.3,283
11,14,21,0,17.6,0,61.4,1019,709.9,0.6,327.3
11,15,8,0,17.1,0,63.8,1019,345.8,0.7,313.9
11,16,11,0,17.4,0,64.4,1019,500.2,0.8,289.7
11,17,11,0,16.6,0,66.3,1020,273,0.3,297.9
11,18,1,0,15.9,0,70,1020,121.5,0.4,310.3
11,8,11,0,12.3,0,73.5,1021,341,0.3,262.6
11,9,9,0,14,0,70.5,1020,447.2,0.3,282.6
11,10,8,0,15.8,0,61.7,1020,709.8,0.5,280.7
11,11,22,0,17,0,56,1020,809,0.4,256.3
11,12,7,0,18,0,48.6,1019,856,0.4,271.8
11,13,5,0,20.6,0,27.5,1018,870,0.4,270.5
11,14,6,0,21.4,0,29.9,1017,804,0.4,327.7
11,15,5,0,20.4,0,46.5,1017,687.3,0.7,296.8
11,16,1,0,19,0,39.5,1016,470.4,0.9,304.7
11,17,1,0,19.2,0,47.2,1016,421.1,0.5,302.9
11,18,5,0,18.4,0,46.8,1016,268.2,0.3,321.7
11,8,18,0,11.6,0,75.4,1016,381.6,0.3,303
11,9,35,0,14.4,0,58.5,1016,551,0.3,318.8
11,10,19,0,16.2,0,54.6,1016,656.3,0.3,303.6
11,11,10,0,19.8,0,48.5,1015,817,0.3,230.3
11,12,8,0,20.9,0,40.4,1015,852,0.3,296.8
11,13,1,0,21.6,0,42,1015,793.4,0.3,350.7
11,14,2,0,21.5,0,32.9,1014,745.1,2.6,320.8
11,15,1,0,20.1,0,43.3,1014,506.7,1.1,318.5
11,16,5,0,18.9,0,58.3,1014,624.7,3,316.5
11,17,4,0,17.4,0,63.5,1015,386,1,323.7
11,18,1,0,17.3,0,64.7,1014,203.5,0.9,316.1
11,8,23,0,15.3,0,80.1,1014,345.2,0.3,214.9
11,9,4,0,16.4,0,75.6,1014,523.3,0.3,339.1
11,10,4,0,17.9,0,71.7,1014,683,0.3,234.5
11,11,5,0,19.7,0,64.3,1014,750.5,0.3,292.4
11,12,1,0,20.2,0,62.8,1014,805,1.2,284.3
11,13,1,0,19.7,0,63.5,1014,793.6,1.2,296.6
11,14,2,0,20.2,0,64.5,1013,753.1,1.6,322.7
11,15,3,0,18.7,0,71.4,1014,677.8,1.6,302.3
11,16,2,0,18.3,0,70.1,1014,445.1,1.1,317.4
11,17,1,0,18.5,0,68.7,1013,376.2,0.3,307.7
11,18,1,0,17.7,0,73.1,1013,198.8,0.3,299.6
11,8,8,0,14.9,0,86.3,1014,166.2,0.3,267.8
11,9,9,0,16.1,0,73.5,1014,399.5,0.4,305.2
11,10,8,0,17.5,0,69.3,1014,712.9,0.3,354.7
11,11,6,0,18.9,0,64.7,1014,417.2,0.3,286.2
11,12,5,0,19,0,64.8,1014,692.5,1.3,301.2
11,13,0,0,19.5,0,59.8,1015,904,1,314.9
11,14,0,0,20.3,0,63.1,1014,751.5,1.6,317.2
11,15,9,0,19.4,0,69.9,1014,339.1,2.8,308.1
11,16,6,0,18.4,0,71.7,1014,398.2,2.3,310.2
11,17,3,0,16,0,81.4,1014,143,1,303
11,18,3,0,14.9,0,82.8,1014,160.8,2.1,324.7
11,8,7,0,12.2,0,67.4,1015,378.1,0.8,254.4
11,9,7,0,13.2,0,62.9,1014,418,2.5,135.3
11,10,5,0,14.7,0,51.5,1014,604.3,2.9,196.4
11,11,8,0,16.8,0,49,1013,795.2,2,153.1
11,12,8,0,16.9,0,50.3,1013,888,1.2,206.2
11,13,7,0,17.3,0,53.3,1013,787.1,2.6,286.8
11,14,6,0,16.4,0,52.3,1013,549.5,3.8,266.4
11,15,2,0,14.7,0,56,1013,246.1,3.3,284.2
11,16,2,0,13.5,0,58.7,1013,105.2,1.8,183.2
11,17,8,0,13.1,0,60.1,1014,45.8,1.8,259
11,18,8,0,12.9,0,49.8,1014,32.6,1.9,265.9
11,8,12,0,9.9,0,93.5,1021,233.2,0.5,335.7
11,9,10,0,12.2,0,78,1021,548.7,1.5,56.8
11,10,11,0,12.8,0,67,1022,280.1,2.7,295
11,11,12,0,12.5,0,67.2,1022,512.7,3.7,261.8
11,12,8,0,14.1,0,62.4,1022,769.3,4.1,272.5
11,13,8,0,15.1,0,57.2,1022,784.7,3.7,224.7
11,14,7,0,15.3,0,60.1,1023,856,4.1,283.2
11,15,4,0,14.5,0,61.3,1023,370.6,4.7,285.6
11,16,7,0,14.1,0,66.6,1023,426.5,4,236.2
11,17,8,0,12.8,0,75.8,1023,91.3,3,266.2
11,18,16,0,11.8,0.8,85.5,1023,47.2,2.6,273.8
11,8,8,0,12.4,0.3,92.9,1018,92.2,3.4,318.2
11,9,11,0,12.5,0.3,93.8,1019,120.6,2.2,354.5
11,10,20,0,12.9,0.5,93.5,1018,202.7,3.9,352.7
11,11,18,0,13.5,0.3,92.7,1018,273.3,3.4,292.8
11,12,20,0,13.9,0.5,94.2,1018,262.1,2.7,327.3
11,13,16,0,13.6,0.5,93.8,1017,191.4,2.8,260.6
11,14,15,0,14.1,0.2,89.5,1017,319.3,3.8,246.3
11,15,12,0,13.6,0,89.4,1015,206.2,1.1,317.7
11,16,16,0,13.1,0.1,91.8,1015,349.2,3.4,319
11,17,11,0,13.1,0.1,92.2,1015,483.2,2.3,209.5
11,18,19,0,12.7,0,79.8,1015,218.4,1.9,225.7
11,8,11,0,11.9,0,59.1,1023,331.5,1.2,209.4
11,9,10,0,12.4,0,52.3,1023,287.9,1.4,199.7
11,10,10,0,13.2,0,53.3,1023,336.4,1.1,180.9
11,11,11,0,14,0,53.7,1023,577.7,1.7,138.5
11,12,11,0,15.7,0,47.3,1023,1007,1.1,195.2
11,13,0,0,14.3,0,59.1,1023,301.7,2.3,245.9
11,14,8,0,15,0,59.9,1022,867,3.4,230.7
11,15,8,0,15.1,0,53.2,1022,720.6,4.5,269.6
11,16,8,0,15.1,0,52.7,1022,561.1,3,236.9
11,17,7,0,15.1,0,50.2,1022,498.2,3.3,250.8
11,18,7,0,14,0,56.9,1022,165.2,1.9,259.3
11,8,16,0,7.8,0,96,1023,191.7,0.4,218.8
11,9,11,0,10.8,0,64.3,1022,460,0.3,231.4
11,10,33,0,13,0,56.1,1022,665,1,168.1
11,11,15,0,13.9,0,57.3,1021,663.6,1.4,159.1
11,12,14,0,15.6,0,52.8,1021,694,1.1,292.3
11,13,11,0,15,0,62.5,1020,685,3.3,225.5
11,14,8,0,15.2,0,66.6,1020,866,3.6,252
11,15,7,0,12.9,0,74,1020,215.4,3.1,300.3
11,16,7,0,12.4,0,81.6,1019,166.8,3,274.3
11,17,8,0,12.1,0,86.2,1019,105,2.9,277
11,18,10,0,12.3,0,85.2,1019,69.3,2.9,277.1
11,8,30,0,12,0,61.9,1019,395.3,2.1,137.2
11,9,7,0,12.7,0,54.9,1019,579,2.2,156.3
11,10,10,0,13.2,0,58.7,1018,715.1,1.9,83.6
11,11,12,0,14.4,0,51.4,1018,793.1,1.6,57.9
11,12,11,0,16,0,44.4,1017,826,1.5,286.7
11,13,9,0,16.5,0,49.7,1017,835,2.5,288.8
11,14,8,0,16.2,0,50.9,1017,703.1,3.4,280.5
11,15,10,0,16.7,0,46.7,1016,589.1,2.2,271.9
11,16,9,0,16.9,0,48.5,1016,635.1,3,299.4
11,17,7,0,16.3,0,45.7,1016,424.7,2.9,238.2
11,18,6,0,15.9,0,47.2,1016,265.4,2.1,248.2
11,8,8,0,10.6,0,59.7,1020,406.7,2.8,133.5
11,9,10,0,12.1,0,52.5,1020,581.9,3.3,115.5
11,10,35,0,13.3,0,47.9,1020,755.4,2.7,116.7
11,11,0,0,13.8,0,46,1020,797.2,3.1,95.9
11,12,2,0,15,0,38.2,1020,830,3.5,152.1
11,13,1,0,15.8,0,36.9,1019,828,2.9,119.3
11,14,1,0,17.1,0,42.5,1019,791.8,2.3,142.5
11,15,7,0,17.9,0,42.3,1019,705.2,2.7,206.5
11,16,8,0,17.4,0,39.2,1020,578.3,2.5,243.3
11,17,5,0,17.3,0,45.2,1020,432,2.8,263.9
11,18,7,0,17.8,0,45,1020,275.7,0.8,256.5
11,8,5,0,12,0,62.5,1025,392.6,1.2,127.9
11,9,5,0,13.1,0,56.7,1025,660.6,3.3,99.7
11,10,4,0,14.4,0,48.4,1024,774.7,3.5,92.7
11,11,4,0,15,0,53.6,1024,770.7,3,120.7
11,12,8,0,16.1,0,53,1024,816,3.1,88.7
11,13,6,0,17.1,0,44.3,1023,817,2.8,191.6
11,14,7,0,17.4,0,50.2,1022,779.2,3.3,86
11,15,8,0,19.2,0,41.4,1022,661.3,2.9,155.4
11,16,3,0,19.2,0,38.5,1021,570.7,3.4,180.1
11,17,4,0,18.6,0,40.9,1021,429.2,3.7,125.2
11,18,7,0,18.3,0,45.1,1021,274.9,3,100.5
11,8,5,0,11.5,0,67.2,1020,140.4,3.5,181.2
11,9,6,0,13.1,0,65.6,1020,602.2,3.4,95.6
11,10,4,0,13.8,0,59.7,1019,698.6,3.5,94.7
11,11,5,0,,,,,,,
11,12,4,0,,,,,,,
11,13,4,0,,,,,,,
11,14,4,0,,,,,,,
11,15,5,0,,,,,,,
11,16,4,0,,,,,,,
11,17,4,0,,,,,,,
11,18,4,0,,,,,,,
11,8,8,0,12.9,0,62.7,1019,409.3,1.7,180.5
11,9,7,0,14,0,48.2,1020,697,3.3,91.2
11,10,2,0,14.3,0,45.7,1019,644.1,2.6,97.5
11,11,4,0,15.2,0,43.7,1019,811,2.8,99.4
11,12,8,0,16.3,0,45.3,1019,841,3.4,95.2
11,13,6,0,17.3,0,43.2,1018,840,3.2,195.3
11,14,0,0,18,0,47.9,1018,792.8,2.5,215.2
11,15,0,0,18.8,0,42.2,1018,711.5,2.8,158.4
11,16,0,0,18.7,0,41.4,1018,592.2,3.5,103.2
11,17,0,0,18.6,0,39,1017,446.5,3.7,105.5
11,18,0,0,17.7,0,37.1,1018,294.2,3.3,137.5
11,8,0,0,11,0,62.7,1021,394.2,2.9,191.3
11,9,0,0,12.5,0,58.4,1021,567.2,2.8,165.5
11,10,0,0,14,0,54.1,1021,700.4,3.7,126
11,11,0,0,15.6,0,49.8,1021,797,3.2,113.5
11,12,1,0,16.6,0,42.3,1021,841,2.2,115.5
11,13,2,0,18.8,0,35.4,1020,879,1.4,196.2
11,14,2,0,19,0,40.2,1020,857,3.9,255.4
11,15,2,0,18.3,0,41.9,1021,521.5,3.8,264
11,16,2,0,18.4,0,43.6,1021,590.4,2.9,226.8
11,17,3,0,18.1,0,41.7,1021,441.6,3.5,316.9
11,18,7,0,17,0,45.3,1021,282.8,2.9,241.2
11,8,4,0,12.9,0,66.4,1024,387.4,3.2,170.5
11,9,4,0,14.7,0,61.2,1023,558.4,2.7,161.3
11,10,3,0,16.5,0,57.1,1022,695,2.4,99.2
11,11,4,0,19,0,52.7,1022,779.5,2.9,157.2
11,12,3,0,20.5,0,44.6,1021,822,4.2,117.2
11,13,2,0,21.4,0,45.9,1020,821,3.4,84.2
11,14,2,0,21.7,0,49.2,1019,781.5,3.6,83.7
11,15,2,0,23,0,41.4,1018,704.5,3.2,206.6
11,16,2,0,23,0,46.5,1017,588.9,2.8,262.5
11,17,3,0,23,0,43.9,1017,443.9,1.9,207
11,18,2,0,23.5,0,48,1016,298.1,1.8,213.3
11,8,3,0,12.2,0,79.6,1017,207.9,2.8,128
11,9,3,0,14.2,0,71.2,1017,618.6,3,128
11,10,3,0,15.7,0,63.5,1017,679.7,2.7,119.5
11,11,3,0,17.1,0,61.5,1017,766.1,3.1,102.1
11,12,3,0,18.4,0,54.4,1017,830,3.3,89.5
11,13,3,0,19.5,0,53,1017,573.9,3.7,109.5
11,14,4,0,20.3,0,49.7,1017,853,3.5,125.6
11,15,7,0,20.1,0,49.4,1016,434.7,2.3,191.3
11,16,7,0,20,0,56,1016,331.4,1.1,122.3
11,17,3,0,20,0,51.2,1017,288,2.3,270.8
11,18,3,0,20.3,0,49.8,1017,229.4,1.9,178
11,8,8,0,12,0,66.9,1018,406.2,2.5,176.2
11,9,0,0,14.3,0,60.1,1017,585.9,2.6,167.8
11,10,0,0,16.4,0,57.4,1016,747.4,2.4,169.9
11,11,11,0,18.5,0,50.8,1015,846,2.5,126.7
11,12,11,0,20.3,0,49.1,1015,899,3.9,149
11,13,8,0,21.8,0,43.6,1014,878,3.7,191.7
11,14,10,0,23.7,0,38.1,1013,840,3.4,163
11,15,11,0,24.5,0,40.5,1012,779.9,3.5,134.9
11,16,10,0,24.9,0,36.5,1012,650.9,3.9,186.7
11,17,9,0,25,0,37.3,1011,510.8,3.8,146.6
11,18,9,0,24.3,0,38.5,1011,326.2,3.2,132.9
11,8,0,0,13.4,0,58.2,1011,404.7,2.2,349.5
11,9,0,0,15.4,0,54.2,1011,584.9,1.8,344.4
11,10,0,0,17.3,0,50.7,1010,718.2,2,299
11,11,0,0,19.5,0,49.7,1010,788.6,2.4,318.6
11,12,14,0,21.9,0,43,1010,848,1.8,306.4
11,13,3,0,24.1,0,41.2,1010,857,1.4,247
11,14,4,0,25.6,0,39.8,1010,825,2.4,328
11,15,6,0,24.6,0,34.6,1010,745.2,3.6,316.7
11,16,8,0,21.9,0,39.7,1011,623.6,4,270.4
11,17,8,0,20.5,0,38,1012,479.1,3.4,279.7
11,18,8,0,17.1,0,54.9,1013,320.7,3.8,328.4
11,8,8,0,10.7,0,81.3,1019,196.3,0.3,48.4
11,9,0,0,10.7,0,82.3,1020,121.2,0.8,62
11,10,0,0,11.8,0,76.6,1019,284.9,1,36.7
11,11,0,0,12.5,0,70.4,1019,449.1,1.7,192.5
11,12,0,0,14,0,66.5,1019,473,0.8,184.4
11,13,8,0,14.6,0,63.5,1019,586,2.9,279.3
11,14,8,0,15.1,0,63.2,1019,768,2,287.9
11,15,8,0,17,0,59.2,1019,790.2,2.4,249.2
11,16,7,0,14.1,0,65.9,1019,406.9,3.9,254.6
11,17,5,0,15.6,0,58.9,1019,420.9,2.4,272.2
11,18,6,0,14.9,0,64.1,1019,285.9,2.3,264.1
11,8,8,0,13.6,0,77,1018,419.4,2.3,110.8
11,9,3,0,14.8,0,70.5,1018,431.8,2.4,150.9
11,10,3,0,16.9,0,66.8,1017,779.9,3.2,92.6
11,11,5,0,18.1,0,61.6,1017,824,2.7,147.6
11,12,4,0,19.1,0,56.3,1016,842,2.8,138.7
11,13,3,0,20.9,0,47.8,1016,935,3.2,157.8
11,14,2,0,21.1,0,45,1016,642.8,3.9,130.4
11,15,2,0,21.3,0,45.5,1015,706,2.5,203.1
11,16,0,0,21.5,0,43.4,1015,602.9,3.6,116.8
11,17,0,0,21.7,0,39.2,1015,462.3,2.8,130.1
11,18,5,0,20.3,0,44.1,1015,306.2,3.9,96.4
