Mes,Hora,MP_2.5,MP_10,Temp._promedio_aire,Precipitacion_horaria,Humed._rel._Promedio,Presion_Atm,Rad_solar,Veloc_viento,Direccion_viento
5,10,14,0,14.8,0,92.5,1006,129,2.4,287.8
5,11,17,0,15.3,0,91.1,1005.8,142.8,2.1,287.9
5,12,11,0,15.4,0,90.2,1005.2,151.7,1.7,322.6
5,13,7,0,15.1,0.1,91.7,1005,159.4,1.5,301.8
5,14,18,0,14.4,0,94.2,1004,107.9,0.8,165.1
5,15,16,0,14.9,0.1,93.6,1003.8,96.4,0.2,109.4
5,16,15,0,14.2,0.1,96.3,1003,64.8,0.4,164.5
5,17,28,0,13.3,0,96.4,1004,51.8,1.6,180
5,18,41,0,12,0.1,97,1004,5.2,1.2,190.2
5,8,31,0,12.3,0,99.2,1007,16.6,0,0
5,9,92,0,12.6,0.1,99.2,1007,27.4,0,0
5,10,26,0,13.2,0,99.3,1007.5,213.8,0.3,97.5
5,11,14,0,14.4,0,96.9,1007,188.4,0.4,312.7
5,12,9,0,15.3,0.5,93.6,1006.5,253.1,2.2,328.6
5,13,6,0,14.8,0.7,95.2,1005,175.9,2.8,358.1
5,14,6,0,14.9,0.8,94.8,1005,190.3,3.3,344.8
5,15,9,0,15,0.2,92.1,1005,254.6,3.4,349.9
5,16,9,0,14.5,0,93.3,1005,84.7,3,343.6
5,17,15,0,14.4,0.4,93.9,1004.8,52.6,2.1,358
5,18,25,0,13.9,0.7,96.1,1004.8,2.8,2.5,359.4
5,8,3,0,13.8,0.5,81.4,1006.5,29.7,4.4,346.9
5,9,1,0,13.3,0.9,86.7,1007,24.9,4.1,342.8
5,10,5,0,12.9,1.7,87.1,1008,51.9,3.2,340.6
5,11,8,0,14,0.3,83.8,1009.2,111.8,4.2,342.7
5,12,8,0,14.6,0,80.4,1010.8,132.5,4.6,350.6
5,13,9,0,14.8,0.2,80.2,1010.2,125.2,5.2,338.9
5,14,10,0,14.7,0.8,83.1,1011,232.7,5.3,339.2
5,15,9,0,15.1,0,80.1,1011.2,194.6,5.3,342.7
5,16,10,0,15.1,0,79.3,1011.8,119.9,4.5,333.8
5,17,12,0,14.9,0,79.7,1012,89.2,4.4,330.3
5,18,13,0,14.6,0,83.5,1012.2,2.3,4.1,326.8
5,8,6,0,11.6,0,98.7,1019,96.6,0,0
5,9,6,0,12.6,0,97.6,1020.5,122.9,0.4,35.8
5,10,8,0,13.1,0,94.8,1021,129.4,0,0
5,11,6,0,13.8,0,90.4,1021.5,322.1,0,0
5,12,5,0,15.4,0,80.3,1021.2,384.3,1,358.6
5,13,7,0,15.6,0,78.1,1020.2,287.6,0.1,284.3
5,14,8,0,16.1,0,74.6,1020,291.2,0.1,203.6
5,15,8,0,16.4,0,75.6,1019.2,248.2,0.6,233.6
5,16,21,0,15.6,0,81.5,1019,162.7,0,0
5,17,34,0,14.8,0,86.2,1019,104.4,0,0
5,18,90,0,12.6,0,94.9,1019.2,7.2,0,0
5,8,14,0,10.3,0,85.5,1017,38.5,2,104.4
5,9,12,0,10.3,0,84.6,1017,124.4,2.2,112.5
5,10,22,0,10.7,0,83.2,1017,245.7,1.3,113.9
5,11,21,0,11.5,0,80.2,1017,515.3,2,144.2
5,12,10,0,12.7,0,76,1017,588.3,1.8,93
5,13,10,0,14.1,0,74.3,1016,605.9,1.2,338.2
5,14,16,0,14.5,0,75.4,1015.5,438.8,0.7,351.1
5,15,16,0,14.7,0,72.9,1015,420,1.9,357.9
5,16,11,0,14.1,0,76.5,1015,218,1.4,354.9
5,17,24,0,12.5,0,83.9,1015.8,61.4,1.3,356.6
5,18,57,0,10.9,0,86.5,1016,4.9,0.8,123.3
5,8,36,0,8.3,0,87.8,1018.2,35.6,0.3,157.7
5,9,15,0,8.8,0,85.7,1019,154.6,0.2,132.7
5,10,13,0,11.2,0,72.2,1019,416.9,2,140.7
5,11,11,0,12.3,0,68.7,1019,488.3,1.9,150.3
5,12,7,0,13.3,0,65.6,1019,524.6,2.1,168.4
5,13,9,0,14.5,0,62.7,1018.2,525.6,2.2,165.9
5,14,8,0,14.8,0,64.2,1018,494.8,2.3,163.7
5,15,14,0,14.1,0,65.9,1017.8,409.2,2.5,145.4
5,16,13,0,12.8,0,71,1017.8,282.6,2.7,127.3
5,17,34,0,11.1,0,77.6,1018,28.5,2.4,119.5
5,18,52,0,10.9,0,78.7,1018.5,3.2,1.4,134.1
5,8,18,0,9.6,0,91,1014.8,34.9,0.8,159.2
5,9,14,0,10.2,0,85.1,1015,89.1,2,130.9
5,10,14,0,10.6,0,83.5,1015,147.4,2.1,119.4
5,11,16,0,10.7,0,80,1015,195.4,2,141.1
5,12,13,0,11.1,0,75.4,1014.5,229.7,1.5,127.8
5,13,11,0,11.8,0,73.6,1014,297.5,1.1,347.9
5,14,20,0,12.1,0,71.5,1013.5,171.5,0.6,142.5
5,15,30,0,12.5,0,72.9,1013,127.9,0.1,359.6
5,16,18,0,12.2,0,76,1013,97.2,0.2,306
5,17,45,0,11.8,0,79.6,1013.2,34.3,0.1,352.3
5,18,33,0,11.3,0,84.9,1014,1.9,0,0
5,8,34,0,9.4,0,95.8,1016,52,0,0
5,9,35,0,10.2,0,91,1016.8,89.8,0,0
5,10,50,0,10.9,0,87.8,1017,170.7,0,77.5
5,11,55,0,11.4,0,86,1017.5,110.2,0,30.2
5,12,39,0,12,0,83.2,1018,218.7,0.2,317.2
5,13,27,0,12.2,0,84.3,1018,155.7,0.6,304.1
5,14,24,0,12.2,0,85,1018,278.6,0.5,323.3
5,15,24,0,13,0,79.4,1017.8,232.4,1.1,310
5,16,22,0,12.3,0,86.6,1018,82,1,280.2
5,17,28,0,11.6,0,92.6,1018,35.6,0.6,175.8
5,18,117,0,10.8,0,94.8,1018.5,3.3,0.5,7.4
5,8,44,0,10.2,0,97.7,1020,25,0,0
5,9,21,0,10.8,0.1,96.4,1020,79.7,0.4,343.8
5,10,19,0,11.4,0,93.8,1020,110.9,0.7,354.5
5,11,19,0,12.2,0,89.9,1020,235.3,0.7,341.4
5,12,19,0,13.1,0,85.1,1020,304,0.7,336.8
5,13,11,0,14.6,0,76.5,1019.2,534.7,2.5,327.5
5,14,18,0,14.7,0,74,1018,250.4,1.8,326
5,15,22,0,14.3,0,73.4,1018.2,212.1,2,316.8
5,16,19,0,13.5,0,74.8,1018,103,1.6,326.2
5,17,24,0,13.1,0,74.2,1018,81.1,1.3,318.7
5,18,45,0,11.7,0,83.8,1017.8,2.7,0.9,331.1
5,8,20,0,11,0.2,94.8,1017,22.9,0.2,38.9
5,9,16,0,11.4,0,94.6,1017.2,55.7,1.9,37.8
5,10,13,0,11.7,0,94.8,1017.5,69.6,2.5,45.5
5,11,15,0,11.8,0,95.7,1017.8,72.6,1.9,50.3
5,12,17,0,12,0.3,96.4,1018,86.5,2.1,53.5
5,13,14,0,12.8,0,95.6,1017.8,130.1,1.7,40.5
5,14,15,0,13.7,0.1,95.3,1017,132.6,2.9,36.6
5,15,13,0,13.8,0,94.9,1017,136.9,2.9,11
5,16,11,0,13.8,0,95,1016.5,74.1,3.3,7.1
5,17,8,0,13.5,0.1,96.1,1016,43.7,2.4,353.9
5,18,21,0,13.3,0.6,97.2,1016.2,0.8,1.8,359
5,8,1,0,13.9,0.1,94.4,1017.5,6.8,2.6,347.1
5,9,2,0,13.8,0.1,95.2,1018,25.2,3.3,357.2
5,10,3,0,13.8,0.9,96,1018,84.4,3.5,351
5,11,8,0,14.3,2.6,94,1018.5,109.1,3.7,358.6
5,12,18,0,14.4,1.3,92.8,1019,158.3,4.1,308.3
5,13,19,0,14.6,0.1,89,1019.2,198.6,1.4,288.4
5,14,18,0,14.9,0,84.7,1019.5,234.3,1.7,253.2
5,15,22,0,15.2,0,81.3,1019.2,321,2.6,260.4
5,16,30,0,15.2,0,80.7,1020,189.9,1.8,273.6
5,17,44,0,14.5,0,84.3,1020.5,99.5,0.9,324.1
5,18,64,0,13,0,88.8,1021.5,3.8,0.8,286
5,8,23,0,7,0,86.9,1026.2,91.4,1.4,144.5
5,9,16,0,8.2,0,85.4,1026.8,169,1.7,134.4
5,10,20,0,9,0,80.5,1025.5,330.7,2.5,151.2
5,11,18,0,10.3,0,77.1,1025,470.2,3.2,138.3
5,12,10,0,10.8,0,77.3,1024.8,525.6,3.8,137.4
5,13,20,0,12.1,0,67.9,1023.2,515,3.6,126.8
5,14,15,0,13.3,0,62.2,1022.5,466,3.7,139.2
5,15,25,0,14,0,58.4,1022,398.4,2.7,134.4
5,16,34,0,13.5,0,59.3,1021.2,237,2.7,125.7
5,17,43,0,12.8,0,64,1021,124.8,2.7,148
5,18,57,0,11.3,0,67.5,1021,2.4,0.9,109.8
5,8,84,0,3.5,0,99.3,1019.2,40,0,0
5,9,100,0,4.1,0,99.4,1020,103.4,0,0
5,10,63,0,5.1,0,99.5,1020,193.5,0.2,17.7
5,11,41,0,7,0,98.3,1019.2,489.3,0.8,353.7
5,12,26,0,9.3,0,87.5,1018.5,512.9,0.3,258
5,13,40,0,11.5,0,75.4,1017.5,441.8,0.7,358.2
5,14,23,0,12.5,0,72.1,1017,441.7,1.9,356
5,15,30,0,13.8,0,67.3,1016.2,325.9,0,0
5,16,38,0,13.7,0,71.3,1016,173,0,0
5,17,160,0,12.4,0,84,1016,74.2,0,0
5,18,347,0,9.4,0,94.5,1016,3.8,0,0
5,8,29,0,4.8,0,99.7,1014,36.2,1.5,350.6
5,9,28,0,5,0,99.7,1013.8,101.9,1.6,356.4
5,10,30,0,5.6,0,99.8,1013.5,139.2,1,340.7
5,11,20,0,6.6,0,99.8,1012.5,275.8,2.1,346.7
5,12,52,0,8.1,0,99.6,1012,363,0.7,336.9
5,13,77,0,9.5,0,97,1011.2,272.1,0.6,322
5,14,53,0,11.1,0,87.7,1010.2,296.1,0,0
5,15,32,0,11.6,0,84.2,1010,275.5,1,335.7
5,16,54,0,11.6,0,85.6,1010.5,126.5,0,0
5,17,139,0,10.8,0,92.2,1010,64.2,0,0
5,18,219,0,8.8,0,96.8,1010.5,1,0,0
5,8,75,0,8.4,0,99.5,1010,10.2,0,0
5,9,91,0,8.7,0,99.4,1010.2,20,0,0
5,10,96,0,9.2,0,99.2,1011,29.5,0,0
5,11,106,0,10,0,98.5,1011,49.2,0,0
5,12,66,0,11.9,0,91,1009.5,145.1,1.2,348.3
5,13,35,0,12.9,0,84.7,1008.8,147.5,2.7,347.4
5,14,20,0,14,0,77.4,1008,217.7,3.6,30
5,15,19,0,,,,,,,
5,16,22,0,13.9,0,76.3,1006.8,51.5,3.5,44.4
5,17,18,0,13.1,2.1,82.8,1006.5,7.1,3.7,37.3
5,18,27,0,12.1,0.8,90.4,1007,0.5,2.4,359.9
5,8,8,0,12.9,0,84,1009,11.7,3.1,307.9
5,9,8,0,13.5,0,79.9,1010.5,45.9,2.3,346.8
5,10,16,0,12.3,0.3,84.4,1011.2,112.5,3.2,355.7
5,11,14,0,13.5,0,78.6,1012,332.4,3.9,335.7
5,12,17,0,14.4,0.2,75.5,1012,392,4.3,312.9
5,13,13,0,12,1.1,86.8,1012.8,222.3,5.2,274.9
5,14,30,0,12,0.5,80.7,1014,242.2,2.8,263.4
5,15,40,0,11.5,0.5,83.5,1014.2,268.3,0.6,327
5,16,28,0,12.2,0,81.2,1015.5,259.5,2,342.5
5,17,47,0,11.5,0,83.9,1015.5,61.7,2.1,302.8
5,18,79,0,9.5,0,91.7,1016.5,2.6,0,0
5,8,33,0,6.5,0,99.4,1023.5,39,0.8,334.1
5,9,16,0,6.8,0,99.4,1024.5,128.8,2.5,335.7
5,10,26,0,7.2,0,99.2,1025,183.7,2.2,342.6
5,11,21,0,7.9,0,97.3,1024,250.4,2.4,355.7
5,12,33,0,9.1,0,94.1,1023.8,274,2.6,352.2
5,13,25,0,9.9,0,91.9,1023,204.3,1.8,359
5,14,16,0,12.2,0,84.3,1022.8,422.8,2.3,357.5
5,15,14,0,13,0,79.7,1022,285.2,2.5,359.4
5,16,11,0,12.7,0,81,1022,207.5,2.7,352.6
5,17,16,0,11.7,0,84,1022,58.1,2.2,357
5,18,38,0,10.9,0,88.6,1022,1.5,1.4,355.2
5,8,21,0,9.2,0,98.2,1020.8,30.5,0,0
5,9,15,0,9.6,0,97.2,1021,55.4,0,0
5,10,39,0,9.8,0.6,96.4,1021,91.5,0,0
5,11,20,0,10.5,0.1,92.8,1021,202.5,0,0
5,12,41,0,11,0,90,1020,279.8,0,0
5,13,25,0,12.4,0,82.8,1019,501,0,0
5,14,25,0,13.5,0,76.9,1018.5,552.3,2.2,302.3
5,15,20,0,13.4,0,71.2,1018,381.4,2.6,266.6
5,16,13,0,13.3,0,66.5,1018,272.5,2.7,262.4
5,17,28,0,12,0,73.2,1018,175.9,2,247.8
5,18,57,0,9.8,3.9,84.8,1019.2,2.3,1.4,78.6
5,8,12,0,7.3,0,82.8,1023.8,24,2.3,142.8
5,9,0,0,7.8,0,79.8,1024.5,209.6,3.8,134
5,10,16,0,8.8,0,77.5,1025,348.7,3.8,138.5
5,11,0,0,9.5,0,74.2,1025,430,4.3,135.6
5,12,0,0,10.4,0,69.6,1025,463.4,3.8,132.1
5,13,0,0,12,0,64.7,1025,464.5,3.2,138.4
5,14,11,0,13.1,0,62.6,1024,431.9,2.7,155.3
5,15,0,0,13.3,0,62.2,1024,351.4,2.7,150.8
5,16,15,0,13,0,64.8,1024.5,231.3,2.7,140.7
5,17,0,0,12,0,71.3,1025,95.6,2.3,161.5
5,18,0,0,10.4,0,76,1025.2,2.3,1.5,136.7
5,8,17,0,5.5,0,95.9,1028,16.3,0,0
5,9,21,0,6.3,0,90.4,1028.8,42.3,0,0
5,10,23,0,6.5,0,86.5,1028.8,104.2,0.6,143.8
5,11,25,0,6.9,0,84.8,1028.2,155.3,1.3,151.3
5,12,23,0,7.6,0,80.7,1028,250.9,1.8,148.3
5,13,15,0,8.6,0,77.4,1027.2,322.8,2.3,168.3
5,14,18,0,9.5,0,73,1026.2,424.4,2.7,169.5
5,15,18,0,9.6,0,75.4,1026,258.8,2.6,164.5
5,16,27,0,8.9,0,78.3,1025,117.7,2,148.4
5,17,42,0,7.4,0,83.8,1025,50.9,2.7,140
5,18,48,0,6.4,0,86.8,1026,1.6,1.8,149.1
5,8,23,0,5.4,0,86.3,1024.2,12.6,0.8,80.1
5,9,26,0,5.5,0,84.6,1024,43.3,0.7,117.4
5,10,23,0,5.7,0,83.2,1024.8,72.4,1,132.6
5,11,29,0,6.1,0,81.6,1024.2,159.6,2,145.5
5,12,28,0,6.7,0,79.9,1023.8,159.2,1.3,116.6
5,13,23,0,7.6,0,77.4,1022.5,194.8,0,0
5,14,19,0,8,0,78.1,1022,322.7,1.4,343.5
5,15,30,0,8.9,0,73.6,1022,308.3,1.8,168.3
5,16,28,0,9.4,0,71.8,1022,237.2,1.7,191.7
5,17,42,0,7.1,0,82,1022,39,1.2,175.2
5,18,58,0,5.4,0,87.6,1022,1.1,0,0
5,8,25,0,4.9,0,89.1,1021.8,20,0.2,33
5,9,19,0,5.4,0,85.5,1022,62.2,0,34.3
5,10,15,0,5.7,0,85.5,1022,113.1,0.7,13.4
5,11,26,0,6.1,0,82.8,1022,190.7,0.4,24.9
5,12,47,0,6.9,0,79,1021.2,254,0,54
5,13,29,0,7.7,0,77.9,1020.5,388.2,0.1,18.5
5,14,0,31,8.3,0,77.6,1020,359.8,1.5,337.2
5,15,15,0,7.9,0,79.8,1020,271.5,2.1,354.7
5,16,22,0,7.7,0,80.9,1019.2,181.9,2,348.2
5,17,36,0,6.2,0,87.7,1019,73,1.6,349.4
5,18,29,0,5.5,0,92.1,1019.5,0.6,0,0
5,8,33,0,4.7,0,96.1,1016,16.1,0.3,66
5,9,17,0,4.8,0,96.4,1016,26.6,1.5,59.8
5,10,22,0,5,0,96.5,1016,54.3,0.9,6.7
5,11,22,0,5.3,0,96,1016,108.2,2.3,16.2
5,12,35,0,5.7,0,93.1,1015,142.2,2,352.8
5,13,37,0,7.1,0,85.9,1014,399.4,1.8,352.3
5,14,40,0,7.7,0,84.6,1013.5,388.6,1.6,293.6
5,15,67,0,9.2,0,77.7,1012.5,308.9,0,0
5,16,49,0,8.5,0,83.5,1012,142.9,1.5,341.4
5,17,40,0,7.9,0,86.4,1012,64.4,0,0
5,18,137,0,6.9,0,91.8,1012,0.9,0,0
5,8,38,0,6.8,0,93.2,1010,24.3,0.1,31.8
5,9,37,0,7.3,0,92.4,1010.5,73.2,0,0
5,10,62,0,8.4,0,87.5,1010.8,155.2,0,0.5
5,11,42,0,9.1,0,82,1011,180.8,2.1,359.7
5,12,38,0,9.2,0,81,1010.8,282.4,1.8,328.8
5,13,53,0,9.8,0,83.4,1010,242.4,0.9,303.2
5,14,80,0,11.1,0,80.2,1009.8,380.3,0,243.1
5,15,46,0,11.8,0,81.6,1010,122.3,0,0
5,16,57,0,11.4,0,86.6,1010,64.8,1.7,357.9
5,17,43,0,10.6,0,89.7,1010,13,2,357.8
5,18,43,0,9.9,0.3,92.9,1010.8,0.2,0,0
5,8,44,0,8.3,0,98.6,1015,9.7,0,0
5,9,62,0,8.3,0,98.7,1016,50.8,0,0
5,10,74,0,8.7,0,98.7,1016,183.1,0,0
5,11,99,0,9.4,0,96,1016.2,193.6,0,0
5,12,105,0,9.5,0,95,1016,220.7,0.5,358.1
5,13,86,0,10.4,0,91.4,1016,312.3,0,0
5,14,69,0,10.6,0,91.6,1014,171,1.4,311.6
5,15,63,0,11.4,0,87.6,1014,235.6,0.6,309.6
5,16,77,0,11.9,0,86.1,1014,181,0.8,254
5,17,114,0,10.6,0,92.1,1014,25.4,0,0
5,18,156,0,9.6,0,95.3,1014,0.9,0,0
5,8,72,0,6.5,0.1,99.3,1014.8,12.2,0,0
5,9,95,0,6.8,0,99.3,1015,96.6,0,0
5,10,91,0,7.4,0,99.4,1015.8,160.4,0,0
5,11,110,0,8.7,0,99.6,1016,356.2,0,0
5,12,32,0,11.7,0,82.2,1015.2,425.3,0.7,333.8
5,13,21,0,12.7,0,68.3,1014.8,390.3,2.5,325.6
5,14,39,0,12.2,0,70.8,1014,218.4,3.4,301.5
5,15,21,0,12,0,75.4,1014,233.4,2.7,307.4
5,16,40,0,10.8,0.2,85.6,1014.8,107.1,2.4,284.2
5,17,26,0,9.8,1.9,93.9,1015,22.7,1.5,295.1
5,18,54,0,9.5,0.9,95.2,1015,0.5,0,0
5,8,51,0,8.2,0.2,97.8,1017.5,14.6,0,0
5,9,63,0,8.9,0,97.1,1018.2,94.6,0,0
5,10,29,0,9.6,0,94,1019,125.4,1.2,59.1
5,11,19,0,9.7,0,92.1,1019,148.5,1.3,45.7
5,12,16,0,10.2,0,89.2,1018.2,193.6,1.5,45.2
5,13,15,0,10.9,0,83.8,1017.5,217.3,2,32.6
5,14,9,0,11.4,0,84.2,1017,307.7,1.5,47.6
5,15,14,0,11.2,0,86.3,1017,335.8,1.9,64.6
5,16,12,0,11.3,0,83.7,1017,124.5,0.4,61
5,17,94,0,10.8,0,86.2,1016,55.1,0,0
5,18,169,0,7.9,0,95.5,1016,0.5,0,0
5,8,27,0,4.3,0,99.5,1011,10.4,1.5,336.8
5,9,27,0,4.8,0.3,99.5,1010.8,62.3,0.9,344.2
5,10,62,0,5.4,0.6,99.2,1011,83.8,1.6,333.4
5,11,25,0,5.5,1.4,99,1010,60,1.9,325.3
5,12,61,0,6.4,1.2,98.8,1010,75.4,0.6,326.3
5,13,121,0,7,1.4,98.2,1008.8,110.7,1.4,313.1
5,14,145,0,7.2,1.7,98.4,1007.8,61.8,0.2,330
5,15,156,0,7.7,2.3,98.4,1007,36.6,0.8,269.1
5,16,18,0,9,2.6,97.2,1006.2,24.4,2.3,40.4
5,17,12,0,10,0.8,93,1006,8.7,4.3,37.8
5,18,16,0,10.2,1,92.4,1006,0.2,4.2,39.5
5,8,4,0,11.3,5.5,94.2,1005.2,2.9,3.7,38.7
5,9,5,0,11.6,5.7,94.2,1006,52.3,4.3,35.3
5,10,4,0,12.3,1.8,91.3,1006.8,92.2,4.9,35
5,11,13,0,13.2,0.2,87.2,1007.8,123.9,5,25
5,12,16,0,13.7,0.4,85.7,1007,102.8,4.5,26.5
5,13,7,0,12.9,1.4,90,1007.8,84.9,4.3,36.2
5,14,9,0,12.9,0.1,85.7,1008,148.9,4.8,36.9
5,15,12,0,13.1,2.1,86.1,1007.8,124.8,5.1,358.6
5,16,17,0,13.5,0.5,86.3,1008,32.5,5.4,353.5
5,17,11,0,13.8,0,85,1008,11.7,7,359.5
5,18,18,0,13.9,0,82.5,1008,0.1,6.4,359
5,8,8,0,11.8,0.7,91.5,1006.2,8.3,2.5,349.2
5,9,6,0,11.9,1.3,88.5,1007,39.2,5.7,357.7
5,10,9,0,11.1,1.9,84,1007,29.1,6.9,358.1
5,11,14,0,10.6,2.2,87.8,1007,37,3.7,19.5
5,12,48,0,10.7,0.5,89.6,1007,216.1,2,345.9
5,13,21,0,11.5,0,88.8,1006.8,134.6,1.6,52.9
5,14,42,0,11.8,0,90.2,1004.8,119.8,1.1,20.5
5,15,21,0,11.3,1.2,94.4,1004,52.5,0,0
5,16,41,0,11.4,5.4,93.4,1004.3,20.4,1.8,54.1
5,17,113,0,10.7,2.9,95.6,1003,6.7,0,0
5,18,84,0,10.5,0.2,96.6,1003.5,0.2,0,0
6,8,3,0,11.8,15.9,84.8,1012,2.1,8.9,333.3
6,9,3,0,12,2.6,87.4,1013,22.5,6.1,333.6
6,10,8,0,12.3,1.4,84.4,1014,139.5,6.4,338.9
6,11,9,0,12.7,0,83.8,1014.2,129.1,4.6,357.7
6,12,17,0,13.4,0,81.3,1014,210.6,4.8,358.8
6,13,13,0,14,0,79.3,1014,233.5,4.4,355.1
6,14,21,17,13.7,0,79,1013.2,152.9,4.5,357.6
6,15,12,0,13.8,0,79.8,1014,133.8,4.4,359.7
6,16,15,0,13.6,0,81.2,1014,113.6,4.2,17.8
6,17,15,0,13.3,0,79.5,1014,23.2,4,25.4
6,18,15,0,13.2,0,79.1,1014,0.2,3.5,35.9
6,8,10,0,7.6,0,97.2,1018.5,36.6,0,0
6,9,23,0,10.4,0,94.5,1019.8,193.9,0,33.6
6,10,10,0,13,0,84,1020.8,304.6,0,93.2
6,11,13,0,14.6,0,74,1020.8,376.1,2.3,357.2
6,12,11,0,14.9,0,72,1020,427.1,2.7,15.9
6,13,9,0,15.7,0,67.1,1019.5,456.9,2.4,355.9
6,14,13,0,15.7,0,65.4,1019,422.2,2.6,358.9
6,15,9,0,15.9,0,64.5,1019,288.9,2.1,28.2
6,16,18,0,15.4,0,72.1,1019,159.5,1.5,41.6
6,17,33,0,14.2,0,79.5,1019,56.9,1.3,358.4
6,18,21,0,13.1,0,87.2,1019,0.1,1.1,33.8
6,8,16,0,12.3,0,87.4,1016,11.4,1.4,352.4
6,9,14,0,12.5,0,85.3,1015,19.2,2.3,351.9
6,10,19,0,12.9,0,84.2,1015,68.2,0.1,300.4
6,11,25,0,12.6,0,86.4,1015,71.4,1.2,270
6,12,29,0,12.8,0,86.1,1014.8,81.2,0,0
6,13,19,0,13.3,0,83.5,1014,78.9,1.5,34.2
6,14,31,0,13.6,0,82.8,1013,76,2.1,49
6,15,85,0,13.9,0,83.3,1012.8,56.6,1.1,335.8
6,16,53,0,14.1,0,82.9,1012,62.6,3.3,30.4
6,17,29,0,14.6,0,80.3,1011.8,19.4,5.2,359.8
6,18,28,0,14.8,0,78.2,1012,0.1,5.4,21.1
6,8,5,0,12.4,0.7,90,1007,6.6,3.5,36.5
6,9,5,0,12.2,3.5,93.4,1007,13.7,4.6,42.4
6,10,8,0,12.4,3.3,94.6,1007.2,42.1,4.2,33.9
6,11,11,0,12.7,2.1,95.6,1008,58.8,2.1,48.8
6,12,6,0,14,0.4,92.5,1007.2,121.4,3.5,35
6,13,8,0,14.7,0.9,87.9,1006.8,129.5,6.2,356.8
6,14,7,0,14.4,2.6,89.6,1005.8,84.6,6.8,341.5
6,15,10,0,14.2,7.7,91.8,1005,26.7,7.5,343.3
6,16,8,0,14.4,1.4,88.7,1005,28.1,6.7,326.7
6,17,9,0,14.6,1.2,89.1,1005.2,5,5.5,325.6
6,18,13,0,14.7,0,86.8,1004.8,0.1,5.7,326
6,8,19,0,12.5,0,80.9,1009.2,10.9,2.5,353.8
6,9,23,0,12.4,0,82.4,1010,40.8,1.6,27.6
6,10,20,0,13.3,0,81.2,1010,74,2.1,14.9
6,11,14,0,14.3,0,75.1,1009.8,179.4,3.2,358.6
6,12,18,0,15.2,0,70.9,1009,358.4,4.4,356.4
6,13,10,0,15.9,0,70.4,1008,586.5,5.5,359
6,14,16,0,15.1,0.2,76,1007,489.4,5.7,345.7
6,15,4,0,14.3,0.7,76.8,1005.5,114.7,8,350.6
6,16,4,0,14,1.1,79.7,1004.8,63.9,8.3,343.7
6,17,8,0,13,5.5,85.8,1005.2,7.1,7.2,326.9
6,18,10,0,11.7,2.1,85.7,1005.5,0.1,8,325.4
6,8,17,0,9.3,0,86.4,1011.2,28.9,2.4,356.7
6,9,47,0,10.4,0,81.4,1012.2,74.1,0.8,294.3
6,10,36,0,10.5,0.8,83.2,1013.2,229.4,1.9,329.5
6,11,25,0,11.6,0,73.4,1014.2,325.4,1.3,294.4
6,12,29,0,11.3,0,77.6,1013.5,424.9,2.7,268.8
6,13,13,0,12.2,0,69,1014.2,418.8,4.1,262.1
6,14,16,0,12.1,0,69.6,1015,380.4,3.6,258.6
6,15,28,0,12.3,0,67.5,1016,315.8,3.3,271.7
6,16,32,0,11.6,0,69.9,1017,183.8,3.1,270.3
6,17,56,0,10.7,0,72.7,1018,35.5,2,274.7
6,18,141,0,9,0,82.9,1019,0.8,0,324.6
6,8,17,0,9.2,0.2,93.3,1023,6.2,1.9,308
6,9,27,0,10.3,0.1,89.2,1023,126,1.6,341.6
6,10,14,0,10.8,0,88,1022,122.1,3.3,359.6
6,11,11,0,11.2,0,87.1,1021.2,145.8,4,328.5
6,12,9,0,11.7,0.3,89.4,1021.2,254.6,3.8,344
6,13,12,0,11.7,0.7,92.3,1021,167.6,3.8,347.3
6,14,19,0,12.3,0.1,92,1020.5,260.2,3.7,323.8
6,15,0,22,12.2,0.2,91.4,1020,143.4,3.7,299.6
6,16,0,0,12,1.1,93.6,1020,69.2,2.8,293.3
6,17,18,0,11.9,0.1,92.2,1019.5,20.9,1.8,344
6,18,39,0,11.7,0.9,94.2,1020,0.3,1.8,340.6
6,8,21,0,9.7,0,98.4,1017,22.5,0.5,14.8
6,9,0,0,10.3,0,98.3,1017.8,84.1,0.4,14.9
6,10,11,0,11.2,0.1,96.4,1018,237.3,1.2,14.7
6,11,0,0,12,0,92.4,1018.5,272.8,2,345.6
6,12,5,0,13,0,84.1,1018.2,256.8,2.9,341.2
6,13,6,0,13.2,0,80.1,1016,314.4,3.5,342.7
6,14,0,0,12.9,0,84,1015.5,170,3.3,341.8
6,15,2,0,12.2,0.2,90.1,1015.2,96.7,3.4,359.2
6,16,0,0,12.2,0.3,88.1,1015,49.2,2,353.7
6,17,10,0,12,0,88.4,1015,10.2,2.3,347
6,18,17,0,11.8,0.2,89.7,1015,0.1,2.7,341.7
6,8,14,0,9.8,0.4,94.9,1012,14.5,0,0
6,9,25,0,9.8,0.9,95.4,1013,29,0,0
6,10,33,0,9.4,2.7,95.1,1013,50.4,0,0
6,11,40,0,9.7,1.3,94.2,1013.8,76.6,0.3,310
6,12,42,0,9.9,1.5,92.8,1014,103,0.4,259.3
6,13,51,0,9.9,0.6,92,1014,115.2,0,0
6,14,50,0,10.1,0.5,93.4,1014,111,0,0
6,15,31,0,10.1,0.2,93.9,1013.5,75.2,1.1,344.8
6,16,72,0,9.9,0.3,95,1013.8,22.1,0.7,274.8
